"taxparcelnumber","location_value"
"6220000040","Low"
"6220000090","Low"
"6220000122","Low"
"6220000170","Low"
"6220000200","Low"
"6220000210","Low"
"6220000220","Low"
"6220000251","Low"
"6220800010","Other"
"6220800040","Other"
"6220800060","Other"
"6220800070","Other"
"6220800220","Other"
"6221000010","High"
"6221000030","High"
"6221000060","High"
"6221000070","High"
"6221000090","High"
"6221000140","High"
"6221000150","High"
"6221000170","High"
"6221000230","High"
"6221000240","High"
"6221000320","High"
"6221000360","High"
"6221000400","High"
"6221000430","High"
"6221000470","High"
"6221000480","High"
"6235000020","Other"
"6235000034","Other"
"6235000036","Other"
"6235000040","Low"
"6235000080","High"
"6235000120","Other"
"6235000140","Other"
"6235000180","Other"
"6235000210","Other"
"6235000240","Other"
"6235000310","High"
"6235000350","Other"
"6235000440","Other"
"6235000510","Other"
"6235000560","Other"
"6235000610","Other"
"6235000640","Other"
"6235000690","Other"
"6235000800","Other"
"6235000810","Other"
"6235000830","Other"
"6235000850","Other"
"6235000863","Other"
"6235000880","Other"
"6235000900","Other"
"6235000910","Other"
"6235000921","Other"
"6235000922","Other"
"6235000923","Other"
"6235000941","High"
"6235001020","Other"
"6235001030","Other"
"6235001094","Other"
"6235001143","Other"
"6235200010","Other"
"6235200060","Other"
"6235200130","Other"
"6235200142","Other"
"6235200280","Other"
"6235200330","Other"
"6235200350","Other"
"6235200380","Other"
"6235200540","Other"
"6235200550","High"
"6235200560","Other"
"6235200570","Other"
"6235200580","Other"
"6235200610","Other"
"6235200620","Other"
"6235300011","Other"
"6235300030","Other"
"6235300060","Other"
"6235300090","Other"
"6235300110","Other"
"6235300120","Other"
"6235300200","Other"
"6235300270","Other"
"6235300291","Other"
"6235300301","Other"
"6235300310","Other"
"6235300330","Other"
"6235300360","Other"
"6235300390","Other"
"6235300410","Other"
"6235300450","Other"
"6235300460","Other"
"6235300530","Other"
"6235300550","Other"
"6235300570","Other"
"6235300650","Other"
"6235300661","Other"
"6235300700","Other"
"6235300710","Other"
"6235300792","Other"
"6235400020","Low"
"6235400081","Low"
"6235400120","Low"
"6235400160","Low"
"6235400210","Low"
"6235400220","Low"
"6235400260","Low"
"6235400270","Low"
"6235400314","Low"
"6235400322","Low"
"6235400382","Low"
"6235400396","Low"
"6235400412","Low"
"6235400416","Low"
"6236000010","High"
"6236000150","High"
"6236000160","High"
"6240000020","Low"
"6240000030","Low"
"6240000050","Low"
"6240000070","Low"
"6240000140","Low"
"6240000183","Low"
"6240000290","Low"
"6240000330","Low"
"6240000370","Low"
"6240000410","Low"
"6240000430","Low"
"6240000470","Low"
"6240000540","Low"
"6240000570","Low"
"6240000610","Low"
"6240000620","Low"
"6240000630","Low"
"6240000680","Low"
"6242000020","High"
"6242000081","High"
"6243010040","Low"
"6243010050","Other"
"6243010090","High"
"6243020010","Low"
"6243020020","Low"
"6243020050","Low"
"6243030020","Low"
"6244000020","High"
"6244000100","High"
"6244000110","High"
"6244000130","High"
"6244000180","High"
"6244000230","High"
"6244000270","High"
"6244000290","High"
"6244000310","High"
"6244000320","High"
"6245000181","Other"
"6245000200","Other"
"6245000225","Other"
"6250000010","High"
"6250000040","High"
"6250000050","High"
"6250000080","High"
"6250000110","High"
"6250000160","High"
"6251510240","Other"
"6251510430","Other"
"6255000010","High"
"6255000030","High"
"6255000090","High"
"6255000220","High"
"6255000290","High"
"6260000050","Low"
"6260000060","Low"
"6260000090","Low"
"6260000100","Low"
"6260000171","Low"
"6260000190","Low"
"6260000200","Low"
"6260000210","Low"
"6260000230","Low"
"6260000270","Low"
"6260000371","Low"
"6260000450","Low"
"6260000460","Low"
"6260000470","Low"
"6260000590","Low"
"6260000630","Low"
"6260000762","Low"
"6260000780","Low"
"6260000911","Low"
"6260000921","Low"
"6260000922","Low"
"6260001006","Low"
"6260001142","Low"
"6260001150","Low"
"6260001160","Low"
"6260001170","Low"
"6260001250","Low"
"6260001270","Low"
"6260001351","Low"
"6260001470","Low"
"6260001510","Low"
"6260001560","Low"
"6260001641","Low"
"6260001671","Low"
"6260001682","Low"
"6260001690","Low"
"6276000030","Other"
"6276000040","Other"
"6276000070","Other"
"6276000090","Other"
"6276000140","Other"
"6276000150","Other"
"6276020010","Other"
"6276020080","Other"
"6276020150","Other"
"6276020160","Other"
"6280000030","High"
"6280000060","High"
"6280000100","High"
"6280000110","High"
"6280000130","High"
"6280000140","High"
"6280000160","High"
"6280000260","High"
"6280000270","High"
"6280000280","High"
"6280000310","High"
"6280200190","High"
"6280200210","High"
"6280200250","High"
"6285000018","Other"
"6285000071","Other"
"6285000073","Other"
"6285000075","Other"
"6285000088","Other"
"6285000095","Other"
"6285000103","Other"
"6285000106","Other"
"6285000109","Other"
"6285000141","Other"
"6285000142","Other"
"6285000145","Other"
"6285000146","Other"
"6285000157","Other"
"6285000158","Other"
"6285000171","Other"
"6287000022","Other"
"6290100010","Other"
"6290100100","Other"
"6295000015","Low"
"6300000050","Low"
"6300200070","Low"
"6300200400","High"
"6300320020","High"
"6310000071","Low"
"6310000090","Low"
"6310000140","Low"
"6320000020","Low"
"6320000120","Other"
"6320000130","Low"
"6320000171","Other"
"6320000190","Low"
"6340000330","High"
"6350000028","High"
"6350000042","High"
"6350000092","High"
"6350000110","Other"
"6350000180","High"
"6350000211","High"
"6350000249","High"
"6350000275","High"
"6350000312","High"
"6350000332","High"
"6350000358","High"
"6350000412","High"
"6350000413","High"
"6350000434","High"
"6350000436","High"
"6350000470","High"
"6350000471","High"
"6350000565","High"
"6350000600","High"
"6350000616","Other"
"6350000693","High"
"6350000792","High"
"6350000801","High"
"6350000815","High"
"6350000841","High"
"6350000842","High"
"6350000853","High"
"6350000854","High"
"6350000855","High"
"6350000872","High"
"6350000950","Low"
"6350000960","Low"
"6350000974","High"
"6350001031","High"
"6350001041","High"
"6350001110","High"
"6350001151","High"
"6350001340","Other"
"6350001370","High"
"6350001401","High"
"6350001426","High"
"6350001450","High"
"6350001490","High"
"6350001510","High"
"6350001521","High"
"6350001573","High"
"6350001591","High"
"6350001595","High"
"6350001603","High"
"6350001621","High"
"6350001682","High"
"6350001721","High"
"6350001723","High"
"6350001735","High"
"6350001736","High"
"6350001737","High"
"6350001757","High"
"6350001759","High"
"6350001766","High"
"6350001785","High"
"6350001786","High"
"6355000074","High"
"6355000083","High"
"6355000084","High"
"6355000093","High"
"6355000096","High"
"6355000109","Other"
"6360000041","High"
"6360000080","High"
"6360000090","High"
"6360000151","High"
"6375000071","Other"
"6375000141","Other"
"6375000182","Other"
"6375000183","Other"
"6385000296","Low"
"6385000300","Low"
"6385100130","Other"
"6385100161","Low"
"6385300312","Low"
"6392000040","High"
"6392000110","High"
"6392000130","High"
"6392000180","High"
"6392000200","High"
"6392000260","High"
"6392000270","High"
"6392000290","High"
"6392000320","High"
"6392000370","High"
"6392000420","High"
"6392000480","High"
"6392000580","High"
"6392000590","High"
"6392020030","High"
"6392020110","High"
"6392020120","High"
"6392020260","High"
"6392020280","High"
"6392020350","Other"
"6392020460","High"
"6392020500","High"
"6392020560","High"
"6392020620","High"
"6392020660","High"
"6392020680","High"
"6392020760","Other"
"6392030060","High"
"6392030110","High"
"6392030140","High"
"6392030150","High"
"6400010110","High"
"6400010140","High"
"6400010210","High"
"6400010240","High"
"6400010330","High"
"6400010340","High"
"6400010380","High"
"6400010390","High"
"6400010400","High"
"6400010480","High"
"6400010490","High"
"6400010510","High"
"6400010560","High"
"6400010580","High"
"6400010600","High"
"6400010650","High"
"6400010670","High"
"6400010700","High"
"6400010722","High"
"6400010750","High"
"6400010790","High"
"6400010810","High"
"6400010870","High"
"6400010890","High"
"6400010910","High"
"6400011010","High"
"6400011050","High"
"6400011130","High"
"6400011160","Other"
"6400011240","High"
"6400011280","High"
"6400011300","High"
"6400011320","High"
"6400011330","High"
"6400011350","Other"
"6400011370","High"
"6400011440","High"
"6400011460","High"
"6400011510","High"
"6400011523","High"
"6400011580","High"
"6400011760","High"
"6400011900","High"
"6400011960","High"
"6400012000","High"
"6400012010","High"
"6400012020","High"
"6400012040","High"
"6400012060","High"
"6400012070","High"
"6400012130","High"
"6400012140","High"
"6400012150","High"
"6400012210","High"
"6400012221","High"
"6400012250","High"
"6400012270","High"
"6404000100","High"
"6412000020","High"
"6415000050","Low"
"6415000180","Low"
"6420000410","Low"
"6423000050","Low"
"6423000060","Low"
"6430000260","Low"
"6430000560","Low"
"6430001170","Low"
"6430001250","Low"
"6430200030","Low"
"6430300100","Other"
"6430300170","Low"
"6430300571","Low"
"6430300640","Low"
"6430300960","Low"
"6430400520","Low"
"6430400940","Low"
"6430401950","Low"
"6430402300","Low"
"6430402560","Low"
"6430402580","Low"
"6430403340","Low"
"6430430180","Low"
"6430430220","Low"
"6430430340","Low"
"6430430440","Low"
"6430430460","Low"
"6430430590","Low"
"6430431180","Low"
"6430431480","Low"
"6430432030","Low"
"6430432530","Low"
"6430432760","Low"
"6430450140","Low"
"6430450170","Low"
"6430450370","Low"
"6430450560","Low"
"6430450590","Low"
"6430450690","Low"
"6430450860","Low"
"6430470030","Low"
"6430490770","Other"
"6430491120","Low"
"6430492040","Low"
"6430492120","Low"
"6430492800","Low"
"6430492960","High"
"6430493870","Low"
"6430493900","Low"
"6431800290","Low"
"6431800300","Low"
"6433000270","High"
"6433000370","High"
"6435000153","Other"
"6440000031","Low"
"6440000040","Low"
"6440000060","High"
"6440000070","Low"
"6440000090","Low"
"6440000120","Low"
"6440000180","Low"
"6440000200","Low"
"6440000261","Low"
"6440000281","Low"
"6440000321","Low"
"6440000350","Other"
"6440000360","High"
"6440000394","Low"
"6440000470","Other"
"6440000520","Low"
"6440000550","Low"
"6440000590","Low"
"6440000630","Low"
"6440000690","Low"
"6440000740","Low"
"6440000850","Low"
"6440000910","Low"
"6440000920","Low"
"6440000930","Low"
"6440000980","Low"
"6440001060","Low"
"6440001080","Low"
"6440001112","Low"
"6440001122","Low"
"6440001131","Low"
"6440001330","Low"
"6440001360","Low"
"6440001400","Low"
"6440001421","Low"
"6440001520","Low"
"6440001560","Low"
"6440001572","Low"
"6440001580","Low"
"6440001600","Low"
"6440001620","Low"
"6440001660","Low"
"6440001690","Low"
"6440001750","Low"
"6440001770","Other"
"6440001810","Low"
"6440001840","Other"
"6440001910","Low"
"6440001952","Low"
"6440001970","Low"
"6440002010","Low"
"6440002020","Low"
"6440002052","Low"
"6440002102","Low"
"6440002140","Low"
"6440002180","Low"
"6440002270","Low"
"6440002300","Low"
"6440002330","Low"
"6440002360","Low"
"6440002380","Low"
"6440002410","Low"
"6440002490","Low"
"6440002520","Low"
"6440002582","Low"
"6440002600","Low"
"6440002610","Low"
"6440002660","Low"
"6440002720","Low"
"6440002730","Low"
"6440002740","Low"
"6440002840","Low"
"6440002850","Low"
"6440002980","Low"
"6440003100","Low"
"6440003220","Low"
"6440003320","Low"
"6440003330","Low"
"6440003340","Low"
"6440003390","Low"
"6440003410","Low"
"6440003440","Low"
"6440003460","Low"
"6440003490","Low"
"9684000230","Low"
"9684000240","Other"
"9684000270","Other"
"9684000300","Other"
"9684000330","Other"
"9684700050","High"
"9684700060","High"
"9690000080","High"
"9690000104","Other"
"9690000105","Other"
"9690000136","Other"
"9690000215","Other"
"9690000260","Other"
"9690000342","Low"
"9690000380","Low"
"9690000431","Other"
"9690000432","Low"
"9690000540","Other"
"9695000070","Low"
"9695000080","Low"
"9695000100","Low"
"9695000130","Low"
"9697500010","Other"
"9697500040","Other"
"9700000010","Low"
"9700000020","Low"
"9700000040","High"
"9700000080","Low"
"9700000090","Low"
"9702000030","Other"
"9702000040","Other"
"9702000070","Other"
"9702000140","Other"
"9702000160","Other"
"9702000220","Other"
"9702000230","Other"
"9702000310","Other"
"9702000320","Other"
"9702000331","Other"
"9702000341","Other"
"9702000390","Other"
"9702000410","Other"
"9702000430","Other"
"9702000450","Low"
"9702000470","Other"
"9702000560","Other"
"9705000150","High"
"9705000160","High"
"9705000230","High"
"9705000250","High"
"9705000270","High"
"9705000290","Low"
"9705000300","High"
"9707000070","Low"
"9707000080","Low"
"9707000200","Low"
"9707000220","Low"
"9707000240","Low"
"9707000270","Low"
"9707000310","Low"
"9707000320","Low"
"9710000018","Other"
"9710000031","Other"
"9710000080","Other"
"9710000090","Other"
"9710000170","Low"
"9710000182","Low"
"9710000260","Other"
"9710000271","Other"
"9710000281","Low"
"9710000311","Other"
"9710000390","Other"
"9710000642","Other"
"9710000651","Other"
"9710000840","Other"
"9710001012","Low"
"9710001150","Other"
"9710001274","Other"
"9710001361","Other"
"9710001371","Other"
"9710001380","Other"
"9710001521","Other"
"9710001651","Other"
"9710001820","Other"
"9715000010","Other"
"9720000040","Low"
"9720000100","Low"
"9720000200","Low"
"9720000210","Other"
"9720000220","Low"
"9720000240","Low"
"9720000270","Low"
"9720000292","Low"
"9720000330","Low"
"9720000351","Low"
"9720000352","Low"
"9720000390","Low"
"9725000130","Low"
"9727000010","Other"
"9730000030","High"
"9730000130","High"
"9730000160","Low"
"9730000180","High"
"9730000271","High"
"9730000320","High"
"9730000341","High"
"9730000370","Low"
"9730000400","High"
"9730000420","High"
"9730000770","Low"
"9730000790","Low"
"9730000920","Low"
"9730000930","Low"
"9740000050","Other"
"9740000060","Other"
"9745000020","Low"
"9745000040","Low"
"9745000050","Low"
"9745000060","Low"
"9745000070","Low"
"9745000090","Low"
"9745000200","Low"
"9745000240","Low"
"9750000070","Other"
"9760000260","Other"
"9770000238","Other"
"9784200030","Low"
"9784200040","Low"
"9784200060","Low"
"9784200110","Low"
"9784310030","Low"
"9784310140","Low"
"9784310170","Low"
"9784310200","Low"
"9784310230","Low"
"9784310310","Low"
"9784310330","Low"
"9784310360","Low"
"9784310370","Low"
"9784310410","Low"
"9784320040","Low"
"9784320070","Low"
"9784320080","Low"
"9784320090","Low"
"9784320110","Low"
"9784320200","Low"
"9784320250","Low"
"9784320260","Low"
"9784320300","Low"
"9784320400","Low"
"9784320410","Low"
"9784330050","Low"
"9784330100","Low"
"9784330120","Low"
"9784330160","Low"
"9784330260","Low"
"9784330270","Low"
"9784340090","Other"
"9784350080","Low"
"9784350120","Low"
"9784350130","Low"
"9784830460","Low"
"9784850170","Low"
"9784900010","Low"
"9784900050","Low"
"9784900080","Low"
"9784900130","Low"
"9784900170","Low"
"9784900230","Low"
"9784900300","Low"
"9784900360","Low"
"9784900450","Low"
"9784900540","Low"
"9784900580","Low"
"9784900680","Low"
"9784900710","Low"
"9784900730","Low"
"9784900750","Low"
"9784900790","Low"
"9784900830","Low"
"9784900950","Low"
"9784900960","Low"
"9784901040","Low"
"9784901070","Low"
"9784901090","Low"
"9784920110","Low"
"9784920160","Low"
"9784920201","Low"
"9785510050","Low"
"9785510060","Low"
"9795000010","Other"
"9795000762","Other"
"9795000840","Other"
"9795000872","Other"
"9795000900","Other"
"9795001151","High"
"9795001231","Low"
"9795001280","Other"
"9795001441","Other"
"9805000060","High"
"9805000100","High"
"9805000110","High"
"9810000645","Other"
"9825000031","Low"
"9825000033","High"
"9825000050","High"
"9825000060","Other"
"9830000043","Low"
"9830000170","High"
"9835000020","Other"
"9835000211","Other"
"9835000264","Other"
"9835000377","Other"
"9835000378","Other"
"9835000381","Other"
"9835000382","Other"
"9840000110","High"
"9840000120","High"
"9845000010","High"
"9845000090","High"
"9845000120","High"
"9845000180","High"
"9845000240","High"
"9845000260","High"
"9845000281","High"
"9845000290","High"
"9845000410","High"
"9845000440","High"
"9845000470","High"
"9845000511","High"
"9845000550","High"
"9850000020","Other"
"9850000030","Other"
"9850000050","Other"
"9850000060","Other"
"9850000070","Other"
"9850000120","Other"
"9850000140","Other"
"9850000170","Other"
"9850100030","Low"
"9850100120","Other"
"9850100140","Low"
"9854000010","Other"
"9854000020","Other"
"9854000070","Other"
"9855000010","Other"
"9855000020","Other"
"9855000040","Other"
"9855000070","Other"
"9855000171","Other"
"9855000210","Other"
"9855000260","Other"
"9855000270","Other"
"9855000343","Other"
"9855000344","Other"
"9855000350","Other"
"9900200010","Low"
"9900200110","Other"
"320343098","Other"
"320343116","Low"
"320343119","Other"
"320343133","Other"
"320343140","Low"
"320343145","Other"
"320343147","Other"
"320343159","Other"
"320343160","Other"
"320344002","Other"
"320344009","Other"
"320345024","Other"
"320345025","Other"
"320345031","Low"
"320345032","Low"
"320345037","Low"
"320345039","Other"
"320345041","Other"
"320345053","Other"
"320346002","Low"
"320346011","Low"
"320346031","Low"
"320346057","Other"
"320347006","Other"
"320347010","Other"
"320351002","Other"
"320351006","Low"
"320351018","Low"
"320351023","Other"
"320351028","Low"
"320351032","Low"
"320351040","Low"
"320351042","Low"
"320351072","Low"
"320351082","Other"
"320351085","Other"
"320352001","Low"
"320352005","Other"
"320352006","Low"
"320352014","Other"
"320352016","Other"
"320352017","Other"
"320352026","Low"
"320352036","Other"
"320352037","Other"
"320352056","Low"
"320352068","Other"
"320352069","Low"
"320352083","Other"
"320352102","Other"
"320352107","Other"
"320352115","Low"
"320352122","Other"
"320352125","Other"
"320352133","Low"
"320352134","Low"
"320352149","Other"
"320352155","Other"
"320353000","Other"
"320353028","Other"
"320353035","Other"
"320353036","Other"
"320353041","Other"
"320353071","Low"
"320353075","Other"
"320353077","Other"
"320353079","Other"
"320353084","Other"
"320353091","Other"
"320353092","Other"
"320353102","Other"
"320353106","Other"
"320353115","Other"
"320354000","Other"
"320354010","Low"
"320354011","Other"
"320354027","Other"
"320354030","Other"
"320354033","Other"
"320354034","Other"
"320354050","Other"
"320354051","Other"
"320354061","Other"
"320354068","Other"
"320354080","Other"
"320354081","Other"
"320354094","Other"
"320354095","Other"
"320355002","Low"
"320355005","Low"
"320355007","Low"
"320355008","Low"
"320355010","Other"
"320355026","High"
"320356005","Low"
"320356008","Other"
"320361026","Other"
"320361031","Low"
"320361039","Low"
"320361069","Low"
"320361079","Other"
"320361081","Other"
"320361100","Low"
"320361101","Low"
"320362020","Other"
"320362021","Other"
"320362025","Other"
"320362037","Other"
"320362038","Other"
"320362042","Low"
"320362051","Other"
"320363020","Low"
"320363028","Other"
"320363050","Other"
"320363053","Other"
"320363063","Other"
"320363703","Other"
"320364009","Other"
"320364029","Other"
"320364061","Other"
"320364062","Other"
"320364086","Other"
"320364097","Other"
"320364169","Low"
"320365013","Other"
"320366011","Low"
"320367008","Other"
"320367013","Other"
"320367703","Other"
"320368001","Other"
"320368003","Other"
"320368006","Other"
"320368009","Other"
"321094019","High"
"321094029","High"
"321094034","High"
"321094087","High"
"321094095","High"
"321094096","High"
"321094097","High"
"321094103","High"
"321094108","High"
"321094144","High"
"321094145","High"
"321143003","Other"
"321152015","Other"
"321152020","High"
"321156003","High"
"321156009","High"
"321156013","High"
"321156014","High"
"321156016","High"
"321156017","High"
"321156018","High"
"321161002","High"
"321161009","High"
"321161022","High"
"321161037","High"
"321161047","High"
"321161057","High"
"321161092","High"
"321162010","Other"
"321162023","High"
"321162033","High"
"321162038","High"
"321162040","High"
"321162045","High"
"321163010","Other"
"321163012","High"
"321163057","High"
"321163058","High"
"321163080","High"
"321163097","High"
"321163101","High"
"321163117","High"
"321163120","High"
"321163123","High"
"321163130","High"
"321163132","High"
"321163135","High"
"321163142","High"
"321163148","High"
"321163152","High"
"321163154","High"
"321163160","High"
"321163174","High"
"321163193","High"
"321164010","High"
"321164013","High"
"321164015","High"
"321164016","High"
"321164021","High"
"321164022","High"
"321164030","Other"
"321164035","High"
"321164036","High"
"321164043","Other"
"321164045","High"
"321164052","High"
"321164054","High"
"321164055","High"
"321164063","Other"
"321164065","High"
"321164082","High"
"321164096","Other"
"321164105","Other"
"321164107","Other"
"321164110","High"
"321164112","High"
"321165008","High"
"321165013","High"
"321165016","High"
"321165026","High"
"321165033","High"
"321165040","High"
"321165050","High"
"321165055","High"
"321167001","High"
"321167002","High"
"321167019","High"
"321167025","High"
"321167029","Low"
"321167031","High"
"321168002","High"
"321168006","High"
"321168015","High"
"321168018","High"
"321168032","High"
"321174026","Low"
"321211020","High"
"321211030","High"
"321211040","High"
"321211042","Low"
"321212010","High"
"321212021","High"
"321212022","High"
"321212030","High"
"321212042","High"
"321212052","High"
"321212096","High"
"321212102","Low"
"321212104","High"
"321215002","High"
"321215007","High"
"321216005","High"
"321216016","High"
"321221003","Other"
"321221050","Other"
"321221090","Low"
"321224000","Other"
"321224044","Other"
"321225027","High"
"321225029","High"
"321226001","High"
"321226005","High"
"321226007","High"
"321226011","High"
"321226012","High"
"321226023","High"
"321231027","High"
"321231052","High"
"321231056","High"
"321231059","High"
"321231062","High"
"321231075","High"
"321231087","High"
"321231125","High"
"321231127","High"
"321234020","High"
"321234040","High"
"321234043","High"
"321234047","High"
"321234084","Low"
"321235005","High"
"321235009","High"
"321235022","High"
"321235023","High"
"321235030","High"
"321235085","High"
"321235087","High"
"321235093","High"
"321235094","High"
"321235095","High"
"321237002","High"
"321238008","High"
"321238021","High"
"321251010","High"
"321252039","High"
"321252042","High"
"321253031","High"
"321253042","Other"
"321253043","Other"
"321254021","Other"
"321254043","High"
"321256002","High"
"321256003","High"
"321256012","High"
"321256018","High"
"321256022","High"
"321256027","High"
"321256028","High"
"321257009","High"
"321257016","High"
"321257021","High"
"321258001","High"
"321258006","High"
"321258011","High"
"321258013","High"
"321258016","High"
"321258034","High"
"321258038","High"
"321258045","High"
"321258049","High"
"321258050","High"
"321258059","High"
"321258063","High"
"321258070","High"
"321258072","High"
"321258073","High"
"321258079","High"
"321258080","High"
"321258085","High"
"321258086","High"
"321258090","High"
"321258098","High"
"321258101","High"
"321258104","High"
"321261003","Other"
"321261016","Other"
"321261019","High"
"321261047","Other"
"321262006","High"
"321262010","Other"
"321262025","High"
"321262026","Low"
"321262055","High"
"321262059","High"
"321262061","High"
"321262068","High"
"321262079","Other"
"321262106","High"
"321262116","High"
"321262153","Low"
"321263045","Other"
"321264014","Other"
"321264051","Other"
"321264056","High"
"321264076","Other"
"321265008","High"
"321266003","High"
"321266009","High"
"321266014","High"
"321266015","High"
"321266018","High"
"321266019","High"
"321266022","High"
"321266025","High"
"321266027","High"
"321266039","High"
"321266042","High"
"321266047","High"
"321266049","High"
"321266050","High"
"321266058","High"
"321266059","High"
"321266060","High"
"321266066","High"
"321266072","High"
"321268001","High"
"321271027","Low"
"321271029","Other"
"321271041","High"
"321271047","High"
"321271095","High"
"321275017","High"
"321275023","High"
"321275024","High"
"321275026","High"
"321275041","High"
"321293005","High"
"321293015","Other"
"321304001","Low"
"321304002","High"
"321304009","High"
"321304015","High"
"321304017","High"
"321311001","Other"
"321311007","High"
"321311024","High"
"321311025","High"
"321311034","High"
"321311035","High"
"321311037","High"
"321311040","High"
"321311045","Low"
"321311051","High"
"321311053","High"
"321311055","High"
"321311057","High"
"321311059","High"
"321311061","High"
"321311068","Low"
"321311082","Other"
"321311093","Low"
"321311094","Low"
"321311095","Low"
"321311103","Low"
"321311110","Low"
"321311116","Low"
"321311119","Low"
"321311120","Low"
"321311127","Low"
"321311128","Low"
"321311132","Low"
"321311134","Low"
"321311149","Other"
"321311156","High"
"321311169","Low"
"321311182","High"
"321311186","High"
"321311187","High"
"321311189","High"
"321311193","High"
"321311199","Low"
"321311202","Other"
"321311221","High"
"321311230","Low"
"321311231","High"
"321311238","High"
"321311240","High"
"321311241","Low"
"321311247","High"
"321311265","High"
"321311266","Other"
"321311268","Low"
"321312002","Low"
"321312007","Low"
"321312008","High"
"321312011","Other"
"321313013","Low"
"321313033","Low"
"321313035","Low"
"321313041","Low"
"321313052","Low"
"321313055","High"
"321313096","Other"
"321315008","High"
"321315009","Low"
"321315012","Other"
"321322011","High"
"321322020","High"
"321322023","High"
"321323001","High"
"321344026","Other"
"321351030","Other"
"321351042","Other"
"321351052","Other"
"321351053","Other"
"321352061","Other"
"321352064","Other"
"321352065","Other"
"321353014","Other"
"321353019","Other"
"321353033","Other"
"321353035","Other"
"321353038","Other"
"321353040","Other"
"321355003","Other"
"321356007","Other"
"321361004","High"
"321361015","High"
"321361034","High"
"321362003","High"
"321362031","Other"
"321362052","Low"
"321362055","High"
"321363028","Other"
"321363034","Other"
"321364044","High"
"415021002","Other"
"415022003","Low"
"415022005","Low"
"415022014","Low"
"415026002","Other"
"415033012","Other"
"415034013","Low"
"415091002","Other"
"415094001","Other"
"415123001","Other"
"415131004","Other"
"415134007","Other"
"415152020","Other"
"415153000","Other"
"415241000","Other"
"416031031","Low"
"416044032","Other"
"416051007","High"
"416052013","High"
"416053008","High"
"416053010","High"
"416054004","High"
"416054005","High"
"416054007","High"
"416054008","High"
"416054011","High"
"416062019","Other"
"416064010","High"
"416064012","High"
"416081016","High"
"416081017","High"
"416082022","High"
"416092017","Other"
"416103015","Other"
"416105001","Low"
"416107012","Other"
"416111003","Low"
"416133030","Other"
"416144087","Other"
"416154029","Other"
"416165012","Other"
"416224008","Low"
"416233007","Other"
"416242031","Other"
"416244010","Other"
"416291002","Other"
"417014022","Other"
"417014053","High"
"417014065","Other"
"417051001","Low"
"417063019","Low"
"417063020","Low"
"417063022","Low"
"417073014","Other"
"417082037","Low"
"417083033","Other"
"417094016","Other"
"417121002","Low"
"417128008","Other"
"417132007","Low"
"417133004","Low"
"417133012","Low"
"417134002","Other"
"417134003","Other"
"417134006","Other"
"417141004","Low"
"417142034","Other"
"417144009","Low"
"417144010","Low"
"417146005","Other"
"417146011","Other"
"417151008","Other"
"417151037","Other"
"417152000","Other"
"417153000","Other"
"417153006","Other"
"417153011","Other"
"417174701","High"
"417182026","Low"
"417191700","High"
"417192031","Low"
"417194010","High"
"417222007","Other"
"417241001","Other"
"417263071","Low"
"417263119","Low"
"417271092","High"
"417273015","Low"
"417284013","Low"
"417304705","High"
"417306006","Low"
"417311709","High"
"417351001","Low"
"418032022","Other"
"418038006","Other"
"418081011","High"
"418093064","Other"
"418094000","Low"
"418096022","Other"
"418096035","High"
"418104042","Other"
"418105006","Other"
"418151705","High"
"418154017","High"
"418161043","High"
"418166014","Other"
"418166026","Other"
"418171021","High"
"418184020","Other"
"418191044","Other"
"418195050","Other"
"418212030","Other"
"418213006","Other"
"418214038","Other"
"418215004","Other"
"418218012","Low"
"418218034","Other"
"418232001","Low"
"418245013","Low"
"418273019","Low"
"418293023","Other"
"418313012","Other"
"418314018","Other"
"418344021","Other"
"418353700","Other"
"418354064","Other"
"419017062","High"
"419032019","Low"
"419032096","Other"
"419036010","Other"
"419045001","Low"
"419052061","Other"
"419052101","Low"
"419052152","Low"
"419061008","Other"
"419061048","Other"
"419061063","Other"
"419061064","Other"
"419063116","Other"
"419063122","Other"
"419063123","Other"
"419073057","Other"
"419075004","High"
"419078028","Other"
"419081065","Other"
"419084016","Other"
"419084020","Other"
"419086052","Other"
"419087015","Other"
"419091051","Low"
"419091058","Low"
"419092059","Other"
"419095007","Other"
"419097004","Low"
"419102074","Other"
"419107006","Low"
"419107013","Other"
"419116014","High"
"419124021","Other"
"419131042","Other"
"419131052","Other"
"419131072","Low"
"419134015","Other"
"419134035","Other"
"419135019","Other"
"419141001","Other"
"419141002","Other"
"419141019","Other"
"419143041","Other"
"419143043","Other"
"419143701","Low"
"419146017","Low"
"419147032","Other"
"419147034","Other"
"419147038","Other"
"419152123","Other"
"419153107","Other"
"419156018","High"
"419156055","Other"
"419156058","High"
"419157037","Other"
"419157038","Other"
"419161079","Other"
"419161082","Other"
"419162024","Low"
"419164032","Other"
"419171032","Other"
"419171041","Other"
"419183053","Low"
"419183073","High"
"419206016","High"
"419207007","Other"
"419215070","Low"
"419218015","Other"
"419241014","Low"
"419241045","Low"
"419241047","Low"
"419242063","Other"
"419242068","Other"
"419251020","Other"
"419256003","Other"
"419261034","Other"
"419266010","Other"
"419272016","Other"
"419272024","Other"
"419272027","Other"
"419272032","Other"
"419273040","Other"
"419273042","Other"
"419281022","Other"
"419291031","Other"
