"taxparcelnumber","location_value"
"4135200440","High"
"4145000070","Low"
"4145000190","Low"
"4145200030","Low"
"4145200191","Low"
"4145200260","Low"
"4145240010","Low"
"4150000014","Low"
"4150000018","Low"
"4150000103","Low"
"4150000105","Low"
"4150000130","Low"
"4150000140","Low"
"4150000190","Low"
"4150000210","Low"
"4150000231","Low"
"4150000264","Low"
"4150000266","Low"
"4150000280","Low"
"4150000295","Low"
"4150000305","Low"
"4150000312","Low"
"4150000391","Low"
"4150000415","Low"
"4150000424","Low"
"4150000431","Low"
"4150000441","Low"
"4150000461","Low"
"4150000462","Low"
"4150000492","Other"
"4150000522","Low"
"4150000531","Low"
"4150000533","Low"
"4150000542","Low"
"4150000552","Low"
"4150000573","Low"
"4150000574","Low"
"4155000021","Low"
"4155000070","Low"
"4155000080","Low"
"4157010051","High"
"4157010121","High"
"4157010251","High"
"4157010301","High"
"4157010311","High"
"4157010381","High"
"4157010411","High"
"4157010421","High"
"4157010511","High"
"4157010531","High"
"4157010611","High"
"4161000010","Low"
"4161000270","Low"
"4163500010","Low"
"4163500040","Low"
"4163500060","Low"
"4165000041","Low"
"4165000062","Low"
"4165000152","Low"
"4165000240","Other"
"4165000263","Low"
"4165000264","Low"
"4165000341","Low"
"4165000362","Low"
"4165000402","Low"
"4165000530","Low"
"4170000050","High"
"4170000100","High"
"4170000110","High"
"4170000130","High"
"4170000183","High"
"4170000210","High"
"4170000260","Low"
"4170000380","High"
"4170000540","High"
"4170000600","High"
"4170000670","High"
"4170000740","High"
"4170000790","High"
"4170000860","High"
"4174000132","Low"
"4174000310","Low"
"4175000030","Low"
"4175000040","Low"
"4175000060","Low"
"4175000220","Low"
"4175000230","High"
"4180000300","High"
"4180000340","Other"
"4180000370","High"
"4180000440","High"
"4180000460","High"
"4180000500","High"
"4180000560","High"
"4180000680","High"
"4180000700","High"
"4180000750","High"
"4180000810","High"
"4180000850","High"
"4180000870","High"
"4180000900","High"
"4180000920","High"
"4180000930","High"
"4180000970","High"
"4180000980","Other"
"4180001010","High"
"4180001020","High"
"4180001070","High"
"4180001120","High"
"4180001150","High"
"4180001170","High"
"4180001230","High"
"4180001260","Low"
"4180001360","High"
"4180001421","High"
"4180001441","High"
"4180001471","High"
"4180001501","High"
"4180001511","High"
"4180001540","High"
"4190000020","High"
"4190000060","High"
"4190000100","High"
"4190200050","High"
"4190200120","High"
"4190200140","High"
"4190300020","High"
"4190300160","High"
"4190500050","High"
"4190500080","High"
"4190500100","High"
"4190600070","Low"
"4190600080","Low"
"4190600150","Low"
"4190600250","Low"
"4190600270","Low"
"4190600360","Low"
"4190600390","Low"
"4190600540","Low"
"4190650100","Low"
"4190650110","Low"
"4190650130","Low"
"4190650140","Low"
"4190900180","High"
"4190900200","High"
"4190900210","High"
"4190900260","Low"
"4190900290","Low"
"4190900420","Low"
"4191000030","Low"
"4191000050","Other"
"4191000060","Low"
"4191000070","Low"
"4191000110","Low"
"4191000130","Low"
"4191000150","Low"
"4191000160","High"
"4191000170","Low"
"4191000210","Low"
"4191000230","Other"
"4191000260","Low"
"4191000290","Low"
"4191000300","Low"
"4191000310","Low"
"4191000360","Low"
"4191000370","Low"
"4191000400","Low"
"4191000420","Low"
"4191200070","Low"
"4191200080","Low"
"4191200110","High"
"4191230040","Low"
"4191230160","Low"
"4191230170","Low"
"4191240050","Low"
"4191240070","Low"
"4191240140","Low"
"4195000010","High"
"4195000030","High"
"4195000110","High"
"4195000151","High"
"4195000153","High"
"4205000021","Other"
"4205000250","Low"
"4210000090","High"
"4210000102","Other"
"4215000091","Low"
"4215000092","Low"
"4215000163","Low"
"4215000181","Low"
"4220000032","Other"
"4220000071","Low"
"4220000090","Low"
"4220000140","Other"
"4220000173","Other"
"4220000291","Low"
"4220000311","Other"
"4220000340","Other"
"4220000365","Low"
"4220000366","Low"
"4225000020","Low"
"4225000030","Low"
"4225000041","Low"
"4225000070","Other"
"4225000150","Low"
"4225000200","Low"
"4225000262","Low"
"4225000280","Low"
"4225000320","High"
"4225000370","Low"
"4225000440","Low"
"4230000020","High"
"4230000070","High"
"4230000110","High"
"4230200040","High"
"4230200060","High"
"4230200080","High"
"4230200110","High"
"4230200160","High"
"4230200200","High"
"4230300010","High"
"4230300060","High"
"4230300080","High"
"4230300090","Other"
"4230300100","High"
"4230300120","High"
"4230300130","High"
"4230300200","High"
"4230500050","High"
"4230500090","High"
"4230500110","High"
"4230500180","High"
"4230500190","High"
"4230500211","High"
"4230500250","Low"
"4230500260","High"
"4230500330","High"
"4230500340","High"
"4230500350","High"
"4230500400","High"
"4240000050","Low"
"4243000020","High"
"4243000070","High"
"4243000080","High"
"4243000120","High"
"4243000130","High"
"4243000240","High"
"4245000090","Low"
"4252000170","Other"
"4253000080","Other"
"4253000101","Other"
"4253000150","Other"
"4253000170","Other"
"4253000230","Other"
"4253000290","Other"
"4253000300","Other"
"4253000380","Other"
"4253000440","Other"
"4253000450","Other"
"4253000471","Other"
"4253000520","Other"
"4253000560","Other"
"4253000581","Other"
"4253000620","Other"
"4253000711","Other"
"4253000730","Other"
"4253000750","Other"
"4258000010","Low"
"4260000030","High"
"4260000040","High"
"4260000073","Other"
"4260000154","High"
"4260000157","High"
"4260000233","Low"
"4260000234","Low"
"4260000236","Low"
"4263000060","Other"
"4263000090","Other"
"4263000140","Other"
"4263020040","Other"
"4263020110","Other"
"4270000123","Low"
"4273000040","Low"
"4273000060","Low"
"4273000200","Low"
"4273000280","Low"
"4273000300","Low"
"4273000310","Low"
"4273000340","Low"
"4273000390","Low"
"4273000400","Low"
"4273000410","Low"
"4273000420","Low"
"4273000440","Low"
"4273000460","Low"
"4273000470","Low"
"4273000510","Low"
"4273000520","Low"
"4275000050","Low"
"4285000062","Low"
"4285000110","Low"
"4290000110","Low"
"4290000160","Low"
"4290000230","Low"
"4295000223","Low"
"4295000252","Other"
"4295000301","Low"
"4295000302","Low"
"4295000311","Low"
"4295000323","Low"
"4295000392","Low"
"4295000490","Other"
"4295000862","Low"
"4295000943","Low"
"4295001161","Other"
"4295001201","Low"
"4308000050","High"
"4313000030","High"
"4313200020","High"
"4313200100","High"
"4313200120","High"
"4313320040","High"
"4313320050","High"
"4313320080","High"
"4313320090","High"
"4313320120","High"
"4313320140","High"
"4313320150","High"
"4313320190","High"
"4313320200","High"
"4313600020","Low"
"4313750030","High"
"4313750040","High"
"4315000720","Other"
"4320002882","Other"
"4320002883","Other"
"4325000011","Low"
"4325000030","Low"
"4325000100","Low"
"4325000140","Low"
"4325000230","Low"
"4325000320","Low"
"4325000370","Low"
"4325000390","Low"
"4325000430","Low"
"4325000460","Low"
"4325000660","Low"
"4325000690","Low"
"4325000710","Low"
"4325000720","Other"
"4325000780","Low"
"4325000900","Low"
"4325000920","Low"
"4325000990","Other"
"4325001020","Low"
"4325001090","Low"
"4325001150","Low"
"4325001190","Low"
"4325001200","Low"
"4325001250","Low"
"4325001270","Low"
"4325001320","Low"
"4325001350","Low"
"4325001380","Low"
"4325001450","Other"
"4325001460","Low"
"4325001480","Low"
"4325001500","Low"
"4325001530","Low"
"4325001540","Low"
"4325001610","Low"
"4325001630","Low"
"4325001671","Low"
"4325001690","Low"
"4325001710","Other"
"4325001720","Low"
"4325001770","Low"
"4325001850","Low"
"4325500030","Other"
"4325500050","Other"
"4325500060","Other"
"4325500080","Other"
"4325500100","Other"
"4330000020","Low"
"4330000030","Low"
"4330000100","Low"
"4330000180","Low"
"4330000210","Low"
"4335000090","High"
"4335000110","High"
"4335000120","Low"
"4340000016","Low"
"4340000057","Low"
"4340000071","Low"
"4340000105","Low"
"4340000112","Low"
"4340000120","Low"
"4340000154","Low"
"4341000020","Low"
"4341000070","Low"
"4341000160","Low"
"4341000200","Low"
"4345000070","High"
"4345000080","High"
"4345000090","High"
"4345000104","High"
"4345000160","High"
"4347000191","Other"
"4348500220","Other"
"4348500340","Other"
"4348500380","Other"
"4353000040","High"
"4353000100","High"
"4353000130","High"
"4353000150","High"
"4353000160","High"
"4353000230","High"
"4353000270","High"
"4353000400","High"
"4353000420","High"
"4353000470","High"
"4353000540","High"
"4353000610","High"
"4353000630","High"
"4353000640","High"
"4353000700","High"
"4353000780","High"
"4353000791","High"
"4353000880","High"
"4353000900","High"
"4353000920","High"
"4353000950","High"
"4353000970","High"
"4353000980","High"
"4353001030","High"
"4353001120","High"
"4353001160","High"
"4353001210","High"
"4353001240","High"
"4353001270","High"
"4353001370","High"
"4353001400","High"
"4353001440","Other"
"4353100040","High"
"4353100050","High"
"4353100320","High"
"4353100330","High"
"4353100380","High"
"4353100420","High"
"4353100440","High"
"4353100450","High"
"4353100520","High"
"4353100540","High"
"4353100550","High"
"4353100600","High"
"4353100610","High"
"4353100690","High"
"4353100700","High"
"4353100710","High"
"4353100740","High"
"4353100810","High"
"4353100820","High"
"4353100840","High"
"4353100880","High"
"4353100890","High"
"4360000011","High"
"4360000140","High"
"4360000200","High"
"4360000232","High"
"4360000284","High"
"4360000320","High"
"4360000380","Other"
"4364000020","High"
"4364000060","High"
"4364000080","High"
"4365100040","Other"
"4365100060","Other"
"4365100131","Other"
"4365100170","Other"
"4365100250","Other"
"4365100280","Other"
"4365100360","Other"
"4375000071","High"
"4375000080","High"
"4385000050","Other"
"4385000090","Low"
"4390000080","Other"
"4390000090","Other"
"4390000111","Other"
"4390000112","Other"
"4390000150","Other"
"4390000210","Other"
"4390000220","Other"
"4390000250","Other"
"4395000130","Other"
"4395500200","Other"
"4400000040","Low"
"4400000141","Low"
"4400000211","Low"
"4400000212","Low"
"4400000224","Low"
"4400000240","Low"
"4400000250","Low"
"4400000370","Low"
"4400000400","Other"
"4400000481","Low"
"4400000520","Low"
"4400000580","Low"
"4400000660","Low"
"4400000670","Low"
"4400000681","Low"
"4405000080","Low"
"4407000020","Low"
"4407000070","Low"
"4407000150","Low"
"4407000160","Low"
"4407000193","Low"
"4407000194","Low"
"4407000210","Low"
"4407000371","Low"
"4407000390","Low"
"4407000441","Low"
"4410000020","Low"
"4410000030","Low"
"4410000060","Low"
"4410000075","Low"
"4410000110","Low"
"4410000130","Low"
"4410000182","Low"
"4410000220","Low"
"4410000230","Low"
"4415000060","Low"
"4415000092","Low"
"4415000120","High"
"4415000140","Low"
"4415000150","Low"
"4415000170","Low"
"4415000252","High"
"4415000310","Other"
"4415000330","Low"
"4415000340","Low"
"4415000390","High"
"4415000400","High"
"4415000411","High"
"4415000830","Other"
"4415000870","Low"
"4415000880","Low"
"4415000910","Low"
"4415000940","Low"
"4415000991","Low"
"4425000112","Other"
"4425000120","Low"
"4425000140","Low"
"4425000150","Low"
"4425000240","Low"
"4425000260","High"
"4425000290","Low"
"4425000300","Low"
"4425000330","Low"
"4425000470","Low"
"4425000530","Other"
"4425000551","Low"
"4425000580","Low"
"4425000600","Low"
"4425000640","Low"
"4425000730","Low"
"4425001168","Other"
"4425001440","Low"
"4425001470","Low"
"4425001480","Low"
"4425001511","Low"
"4425001750","Low"
"4425001782","Low"
"4425001810","Low"
"4425001820","Low"
"4425001862","Low"
"4425001940","Low"
"4425001950","Low"
"4425001970","Low"
"4425002021","Low"
"4425002124","Low"
"4426000050","Low"
"4426000090","Low"
"4426200020","High"
"4426200030","High"
"4426200050","High"
"4426500130","Other"
"4426500430","Other"
"4426500490","Other"
"4426500760","Low"
"4428000070","Low"
"4430000100","High"
"4430000120","High"
"4430000150","High"
"4430000300","High"
"4430000330","High"
"4430000380","High"
"4430000410","High"
"4430000420","High"
"4430000500","High"
"4430000520","High"
"4430000533","High"
"4430000534","High"
"4430000570","High"
"4430000590","High"
"4430000610","High"
"4430000620","High"
"4430000650","High"
"4430000660","High"
"4430000680","High"
"4430000735","High"
"4430000810","High"
"4430000843","Low"
"4430000921","High"
"4430020060","High"
"4430020100","High"
"4430020170","High"
"4430020180","High"
"4430020200","High"
"4430020210","High"
"4430020220","High"
"4430020261","High"
"4430020380","High"
"4430020440","High"
"4430200030","High"
"4430200040","High"
"4430200110","High"
"4430200140","High"
"4430200150","High"
"4430200180","High"
"4430200240","High"
"4430200440","High"
"4430200450","High"
"4430200510","High"
"4430200550","High"
"4430200570","High"
"4430200630","High"
"4430200640","High"
"4430200670","High"
"4430200750","Low"
"4430200790","High"
"4430200870","High"
"4430200900","High"
"4430200950","High"
"4430200990","High"
"4430201010","High"
"4430201020","High"
"4430201080","High"
"4430201100","High"
"4430201160","High"
"4430201170","High"
"4430201200","High"
"4430300020","High"
"4430300050","High"
"4430300070","High"
"4430300080","High"
"4430300090","Other"
"4430300120","High"
"4430300130","High"
"4430300150","High"
"4430300190","High"
"4430300220","High"
"4430300240","High"
"4430300280","High"
"4430300310","High"
"4430300360","High"
"4430300410","High"
"4430300440","High"
"4430300450","High"
"4430300490","High"
"4430300510","High"
"4430300570","High"
"4430300580","High"
"4430300600","High"
"4430300680","High"
"4430300720","High"
"4430300730","High"
"4430300840","High"
"4430300870","High"
"4430301010","High"
"4430301080","High"
"4430301110","High"
"4430301120","High"
"4430301130","High"
"4430301200","High"
"4430400010","High"
"4430400090","High"
"4430400110","High"
"4430400170","High"
"4430400200","High"
"4430400210","High"
"4430400230","High"
"4430400270","High"
"4430400280","High"
"4430400291","High"
"4430400320","High"
"4430400330","High"
"4430400380","High"
"4430400390","High"
"4435000032","High"
"4440000290","High"
"4450000190","High"
"4450200810","High"
"4450300340","High"
"4450301180","High"
"4450400250","High"
"4450400270","High"
"4450500381","Low"
"4450500440","High"
"4450500730","Other"
"4450600060","High"
"4450600390","Other"
"4450600431","High"
"4450602050","Low"
"4450602060","Low"
"4450603020","Low"
"4450603030","Low"
"4450603090","Low"
"4455000050","Other"
"4455000100","Other"
"4455000120","Other"
"4455000130","Other"
"4455000270","Other"
"4455000370","Other"
"4455000390","Other"
"4455000480","Other"
"4455000500","Other"
"4455200020","Low"
"4455300010","Low"
"4455300080","Low"
"4455300100","Low"
"4455300150","Low"
"4455300190","Low"
"4455300260","Low"
"4455300270","Low"
"4460000111","Other"
"4462100030","Other"
"4462100040","Other"
"4462100100","Other"
"4462100120","Other"
"4462100140","Other"
"4462100240","Other"
"4462200120","High"
"4462500080","Other"
"4462500100","High"
"4462500120","High"
"4462500150","High"
"4462500160","Low"
"4462500170","High"
"4462500180","High"
"4462500230","High"
"4462500250","High"
"4462500280","High"
"4467100100","Low"
"4467100170","Low"
"4467100241","Low"
"4467100411","Low"
"4467100463","Low"
"4467100540","Low"
"4467100590","Low"
"4467100640","Low"
"4467100650","Low"
"4467100680","Low"
"4467100700","Low"
"4467120040","High"
"4467120070","Low"
"4467120110","Low"
"4467120120","Low"
"4467120141","Low"
"4467120200","Low"
"4467120220","High"
"4467120260","Low"
"4467120311","Low"
"4467120340","Low"
"4467120380","Low"
"4467120500","High"
"4467120620","Low"
"4467120640","Low"
"4467120670","Other"
"4467120680","Other"
"4467120760","Low"
"4467120880","Low"
"4467120920","Low"
"4467120930","Low"
"4467120950","Low"
"4467120990","Low"
"4467121010","Low"
"4467121040","Low"
"4467121222","Low"
"4467121281","Low"
"4467121310","Low"
"4470000030","Low"
"4470000080","Other"
"4470000140","Low"
"4470000210","Low"
"4470000220","Low"
"4470000230","Low"
"4470000330","Low"
"4470000360","Low"
"4470000420","Low"
"4470000430","Low"
"4470000440","Low"
"4470000480","Low"
"4470000560","Low"
"4470000600","Low"
"4470000700","Low"
"4470000720","Low"
"4470000790","Low"
"4470000820","Low"
"4470000850","Low"
"4470000870","Low"
"4470000880","Low"
"4470000900","Low"
"4470000920","Low"
"4470000960","Low"
"4470001000","Low"
"4470001040","Low"
"4470001050","Low"
"4475000045","Other"
"4475000046","Other"
"4475000065","Other"
"4475000130","Other"
"4475000200","Other"
"4475000261","Other"
"4475000265","Other"
"4475000268","Other"
"4475000269","Other"
"4475000280","Other"
"4475000300","Other"
"4475000321","Other"
"4475000475","Other"
"4475000488","Other"
"4475000491","Other"
"4475000511","Other"
"4475000520","Other"
"4475000552","Other"
"4475000553","Other"
"4475000590","Other"
"4475000600","Other"
"4475000610","Other"
"4475000690","Other"
"4475000841","Other"
"4475000861","Other"
"4475000862","Other"
"4475000871","Other"
"4475000901","Other"
"4475000903","Other"
"4475000921","Other"
"4475000950","High"
"4475000980","Other"
"4475001030","Other"
"4475001210","Other"
"4475001220","Other"
"4475001240","Other"
"4475001261","Other"
"4475001340","Other"
"4475001380","Other"
"4475001460","Other"
"4475001480","Other"
"4475001500","Other"
"4475001612","High"
"4475001613","Other"
"4475001614","Other"
"4475001615","Low"
"4475001620","Other"
"4475001650","Other"
"4475001670","Other"
"4475001680","Other"
"4475001712","Other"
"4475001714","High"
"4475001730","Other"
"4475001790","Other"
"4475001800","Other"
"4475001821","Other"
"4475001841","Other"
"4475001975","Other"
"4475001980","High"
"4475001990","Other"
"4475001991","Other"
"4475002032","Other"
"4475002050","Other"
"4475002140","Other"
"4475002170","High"
"4475002200","High"
"4480000010","High"
"4480000050","High"
"4480000080","High"
"4480000144","High"
"4480000173","High"
"4480000210","High"
"4480000250","High"
"4480000330","High"
"4480000400","High"
"4480000410","High"
"4480000440","High"
"4480000500","High"
"4480000520","High"
"4480000670","High"
"4480000690","High"
"4480000820","High"
"4480000890","High"
"4480100042","High"
"4480100060","High"
"4480100073","High"
"4480100091","High"
"4480100130","High"
"4480100210","High"
"4480100280","High"
"4480100302","High"
"4480100393","Other"
"4485000040","Low"
"4485000210","Other"
"4485000280","Other"
"4485000310","Other"
"4485000374","Other"
"4485000410","High"
"4485000630","Other"
"4485000640","Other"
"4485000730","Other"
"4485000890","Low"
"4485000970","Other"
"4485001140","Other"
"4485001150","Other"
"4485001190","Other"
"4485001240","Other"
"4485001290","Other"
"4485001300","Other"
"4485001350","Other"
"4485001390","Other"
"4485001470","Other"
"4485001500","Other"
"4485001600","Other"
"4485001630","Other"
"4485001650","Other"
"4485001700","Other"
"4485001730","Other"
"4485001900","Other"
"4485001910","High"
"4485001950","Other"
"4485002020","Other"
"4485002090","Other"
"4485002120","Other"
"4485200010","Other"
"4485200150","Other"
"4485200200","High"
"4485200210","Other"
"4485200250","Other"
"4485200330","Other"
"4485200360","Other"
"4485200370","Other"
"4485200430","Other"
"4485200450","Other"
"4485200480","Other"
"4485200510","Other"
"4485200550","Other"
"4485200570","Other"
"4485200580","High"
"4485200600","Other"
"4485200680","Other"
"4485200700","Other"
"4485200800","Low"
"4485200860","Other"
"4485200890","Other"
"4485200930","Other"
"4485200940","Other"
"4485201060","Other"
"4485201080","Other"
"4485201140","Other"
"4485201190","Other"
"4485201240","Other"
"4485201280","Other"
"4486010080","Low"
"4486010120","High"
"4486010130","Low"
"4486010140","Other"
"4486010180","Other"
"4486010360","Low"
"4486010470","Low"
"4486010480","Low"
"4486010530","Low"
"4486010590","Low"
"4486010620","Low"
"4486020010","Low"
"4486020040","Low"
"4486020120","Low"
"4486020130","Other"
"4486020140","Low"
"4486020150","Low"
"4486020290","Low"
"4486020310","Low"
"4486020370","Low"
"4486020410","Low"
"4486020420","High"
"4486020450","High"
"4486020460","Low"
"4486030020","Low"
"4486030100","Low"
"4486030130","High"
"4486030140","Low"
"4486030180","Low"
"4486030200","Low"
"4486030210","High"
"4486030250","Low"
"4486040010","Low"
"4486040070","Low"
"4486040120","Low"
"4486040150","Low"
"4486040190","Low"
"4486040260","Low"
"4486040280","Low"
"4486040300","Low"
"4490000303","Other"
"4490000320","Other"
"4490000330","Other"
"4490000480","Other"
"4490000820","Other"
"4490000870","Other"
"4490000912","Other"
"4490000961","Low"
"4490001010","Other"
"4490001040","Low"
"4490001081","Other"
"4490001092","Other"
"4490001103","Other"
"4490001107","Other"
"4490001192","Other"
"4495400083","High"
"4495400412","High"
"4495401081","Other"
"4500000018","High"
"4500000020","Other"
"4500000050","High"
"4500000131","High"
"4500000141","High"
"4500000161","High"
"4500000180","High"
"4500000190","High"
"4500000211","Other"
"4503000120","High"
"4525000041","Low"
"4525000080","Low"
"4527000030","High"
"4527000040","High"
"4527000080","High"
"4527000090","High"
"4527000150","High"
"4527000190","High"
"4527000200","High"
"4530000030","Low"
"4530000130","Low"
"4530000150","Low"
"4530000180","Low"
"4530000200","Low"
"4530000240","Low"
"4530200010","Low"
"4530200030","Low"
"4530200080","Low"
"4530200120","Low"
"4530200130","Low"
"4530200160","Low"
"4530200270","Low"
"4530300040","Low"
"4530300050","Low"
"4530300070","Low"
"4530400010","Low"
"4530400050","Low"
"4530400060","Low"
"4530400070","Low"
"4530400150","Low"
"4530400160","Low"
"4530400170","Low"
"4530400260","Low"
"4530400300","Low"
"4530400310","Low"
"4530400320","Low"
"4530400390","Low"
"4530400410","Low"
"4530400430","Low"
"4530400451","Low"
"4530400470","Low"
"4530400520","Low"
"4530400610","Low"
"4530400660","Low"
"4530400720","Low"
"4530400750","Low"
"4530400781","Low"
"4530400871","Other"
"4530600050","Low"
"4530600070","Low"
"4530600093","Low"
"4530700030","Low"
"4530700070","Low"
"4530700111","Low"
"4530700120","Low"
"4530700130","Low"
"4530700140","Low"
"4530700240","Low"
"4530700280","Low"
"4530700290","Low"
"4530700330","Low"
"4530700360","Low"
"4530700400","Low"
"4530700490","Low"
"4530700590","Low"
"4530700600","Low"
"4530700620","High"
"4530700630","Low"
"4530790020","Low"
"4530790030","Low"
"4530790040","Low"
"4530790080","Low"
"4530810030","Low"
"4530810040","Low"
"4530810050","Low"
"4533000150","Other"
"4535000420","High"
"4550000090","Low"
"4550000320","Low"
"4550000360","Low"
"4550100022","High"
"4550100030","High"
"4550100040","High"
"4550100110","High"
"4550100141","High"
"4550200080","Low"
"4550200110","Other"
"4550200200","Low"
"4550200240","Low"
"4550300040","Low"
"4550300050","Low"
"4550320170","Low"
"4560000071","High"
"4560000160","High"
"4560200070","Low"
"4570000040","High"
"4570000050","High"
"4570000143","High"
"4570000160","High"
"4570000240","High"
"4570000360","High"
"4570000560","High"
"4570000570","High"
"4570000580","High"
"4570000590","High"
"4575000071","Low"
"4575000120","Low"
"4575000240","Low"
"4575000250","Low"
"4575000290","Low"
"4575000300","Low"
"4575000350","Other"
"4575000400","Low"
"4585000550","High"
"4585000660","High"
"4585002000","High"
"4590000010","High"
"4590000020","High"
"4590000040","High"
"4590000080","High"
"4590000140","High"
"4590000170","High"
"4590000230","High"
"4590000280","High"
"4590000300","High"
"4590000320","High"
"4590000330","High"
"4590000421","High"
"4590000431","High"
"4590000451","High"
"4590000490","High"
"4590000510","High"
"4590000530","High"
"4590000540","High"
"4590000620","High"
"4590000710","High"
"4590000720","High"
"4590000770","High"
"4590000780","High"
"4590000800","High"
"4590000820","High"
"4590000840","High"
"4590000862","High"
"4590001030","High"
"4590001072","High"
"4590001180","High"
"4590001210","High"
"4590001270","High"
"4600000022","Other"
"4600000070","Other"
"4600000090","Other"
"4600000110","Other"
"4600000133","Other"
"4600000140","High"
"4600000150","Other"
"4600200030","Other"
"4600200049","Other"
"4600200082","Other"
"4600200100","Other"
"4600200140","Other"
"4600200150","Other"
"4600200225","Other"
"4600200250","Other"
"4600300013","Other"
"4600300040","Other"
"4600300050","Other"
"4600300080","Other"
"4600300130","Other"
"4600300140","Other"
"4600300225","Other"
"4600300263","Other"
"4605000051","Low"
"4605000141","Low"
"4605000170","Low"
"4610000080","High"
"4610000160","High"
"4615000470","Low"
"4615000601","Low"
"4615000932","High"
"4620000046","Low"
"4627000012","High"
"4627000023","High"
"4627000032","High"
"4630000040","High"
"4630000130","High"
"4630000200","High"
"4630000220","Low"
"4630000300","High"
"4630000340","High"
"4630000380","High"
"4630000400","High"
"4630000420","High"
"4630000460","Other"
"4630000520","High"
"4630000540","Other"
"4630000570","High"
"4630000600","High"
"4630000650","High"
"4630000680","High"
"4630000711","High"
"4630000740","High"
"4630000790","High"
"4630000810","High"
"4630000820","High"
"4630000880","High"
"4630000890","High"
"4630000900","High"
"4630000951","High"
"4630000970","High"
"4630001010","High"
"4630001020","High"
"4630001050","High"
"4630001090","High"
"4630001120","High"
"4630001160","High"
"4630001230","High"
"4630001270","High"
"4630001290","High"
"4630001330","High"
"4630001530","High"
"4630001580","High"
"4638000440","Low"
"4640000040","Other"
"4645000081","Low"
"4645000088","Other"
"4645000089","Low"
"4645000091","Other"
"4645000133","Low"
"4645000170","Low"
"4645000190","Low"
"4645000311","Low"
"4645000333","Low"
"4645000380","Low"
"4645000410","Low"
"4645000510","Low"
"4645000590","Low"
"4645000691","Low"
"4645000730","Low"
"4645000800","Low"
"4645200010","Low"
"4645200040","Low"
"4645200100","Low"
"4645200150","Low"
"4645200160","Low"
"4645200190","Low"
"4645200260","Low"
"4645200300","Low"
"4645200360","Low"
"4645200470","Low"
"4645200480","Low"
"4645200490","Low"
"4645200530","Low"
"4645200590","Low"
"4645200610","Other"
"4645200661","Low"
"4645200700","Low"
"4645200760","Low"
"4645200810","Low"
"4645200890","Low"
"4645250012","Low"
"4645250031","Low"
"4645250131","Low"
"4645250292","Low"
"4645250300","Low"
"4645250344","Low"
"4645250380","Low"
"4645250400","Low"
"4645250420","Low"
"4645250470","Low"
"4645250500","Other"
"4645250520","Low"
"4645250560","Low"
"4645250621","Low"
"4645250710","Low"
"4645250760","Low"
"4645250801","Low"
"4645250821","Low"
"4645250941","Low"
"4645251200","Low"
"4645251232","Low"
"4645251253","Low"
"4645251330","Low"
"4645251390","Low"
"4645251443","Low"
"4645251470","Low"
"4645251580","Low"
"4645251670","Low"
"4645251693","Low"
"4645251700","Low"
"4645251710","Low"
"4645251730","Other"
"4645251740","Low"
"4645251750","Low"
"4645251800","Low"
"4645251900","Low"
"4645251940","Low"
"4645251950","Low"
"4645252070","Low"
"4645252081","Low"
"4645252150","Low"
"4645252230","Low"
"4645252311","Low"
"4645252430","High"
"4645252440","Low"
"4645252470","Low"
"4645252540","Low"
"4645252562","Low"
"4645252590","Low"
"4645252610","Low"
"4645252650","Other"
"4645252660","Low"
"4645252690","Low"
"4645252700","Low"
"4645252740","Low"
"4645252781","Low"
"4645252861","Low"
"4645252910","Low"
"4645252980","Low"
"4645253010","Low"
"4645253040","High"
"4645253063","Low"
"4645253130","Low"
"4645253201","Low"
"4645253222","Low"
"4645253232","Low"
"4645253240","Low"
"4645253260","Low"
"4645253340","Low"
"4645253390","Low"
"4645253460","Low"
"4645253480","Low"
"4645253490","Low"
"4645253520","Low"
"4645253540","Low"
"4645253550","Low"
"4645253590","Low"
"4645253610","Low"
"4645253620","Low"
"4645253630","Low"
"4645253650","Low"
"4647000150","Other"
"4647000360","Other"
"4647000521","Other"
"4650000150","Low"
"4650000160","Low"
"4650000180","Low"
"4650000190","Low"
"4650000280","Low"
"4650000330","Low"
"4650000340","Low"
"4650000360","Low"
"4650000460","Low"
"4650000570","Low"
"4650000620","Low"
"4650000630","Low"
"4650000690","Low"
"4650000700","High"
"4650000810","Low"
"4650000831","Low"
"4650000840","Low"
"4650000890","Low"
"4650001021","Low"
"4650001070","Low"
"4650001170","Low"
"4650001240","Low"
"4650001290","Low"
"4650001300","Low"
"4650001501","Low"
"4650001567","Low"
"4650001610","Low"
"4650001640","Low"
"4650001660","Low"
"4650001680","Low"
"4655000071","High"
"4655000080","High"
"4655000140","High"
"4655000170","High"
"4655000180","High"
"4655000190","High"
"4655000311","High"
"4655000330","High"
"4655000420","High"
"4655000460","High"
"4655000480","High"
"4655000520","High"
"4655000530","High"
"4655000550","High"
"4655000560","High"
"4655100010","High"
"4655100031","Low"
"4655100032","Low"
"4655100051","High"
"4655100100","Low"
"4655200020","High"
"4655200040","High"
"4655200250","High"
"4655200260","High"
"4655200290","High"
"4655200410","High"
"4660000020","Other"
"4660000040","Low"
"4660000270","Other"
"4660000281","Other"
"4660000290","Other"
"4665200040","High"
"4665300010","Low"
"4665300020","Low"
"4665300050","Low"
"4665300130","Low"
"4665300150","Other"
"4665300230","Low"
